u,g,r,i,z,class
19.08126,17.892329999999998,17.40814,17.146,17.05641,GALAXY
19.04573,17.6711,16.93211,16.53979,16.23689,GALAXY
19.401320000000002,17.9439,17.2308,16.80876,16.50664,GALAXY
18.9342,18.12094,17.84688,17.75074,17.61808,GALAXY
19.247120000000002,18.2184,17.69606,17.39347,17.273039999999998,GALAXY
16.7006,15.6508,15.20455,14.940970000000002,14.71539,GALAXY
19.207320000000003,17.54091,16.70712,16.273,15.978060000000001,GALAXY
17.669729999999998,15.843539999999999,14.936729999999999,14.461179999999999,14.07281,GALAXY
19.43095,17.63936,16.55949,16.05999,15.68627,GALAXY
19.309379999999997,18.35274,17.831970000000002,17.49765,17.41525,GALAXY
19.40203,17.53465,16.560979999999997,16.13119,15.751170000000002,GALAXY
19.52691,17.79143,16.94387,16.5363,16.22707,GALAXY
16.88665,15.265529999999998,14.53859,14.12151,13.806239999999999,GALAXY
19.34581,17.881420000000002,17.10415,16.6232,16.30786,GALAXY
19.561320000000002,17.82621,16.97435,16.60504,16.29235,GALAXY
18.57559,17.91089,17.63368,17.424,17.31654,GALAXY
18.85303,17.12545,16.261789999999998,15.83986,15.517610000000001,GALAXY
18.7732,17.48035,16.850379999999998,16.515639999999998,16.26556,GALAXY
18.34395,16.648629999999997,15.804770000000001,15.3801,15.04579,GALAXY
19.57234,17.94855,16.85059,16.33072,15.948279999999999,GALAXY
19.47435,18.12472,17.42928,16.94286,16.59871,GALAXY
18.83521,17.56053,16.83555,16.43593,16.17312,GALAXY
19.44731,19.01771,18.78494,18.76304,18.78933,QSO
18.63136,18.471729999999997,18.28305,18.252589999999998,18.14147,QSO
18.89322,16.948079999999997,16.10194,15.671920000000002,15.4043,GALAXY
19.26366,18.14686,17.65631,17.3595,17.2357,GALAXY
18.83185,17.45932,16.86696,16.55087,16.40407,GALAXY
19.15515,18.02686,17.53558,17.305999999999997,17.30045,GALAXY
19.45864,17.92631,17.1088,16.652720000000002,16.340889999999998,GALAXY
17.89141,16.12763,15.295539999999999,14.86987,14.53115,GALAXY
19.01536,17.2951,16.619229999999998,16.35201,16.20896,GALAXY
18.01973,16.47901,15.73889,15.36161,15.045079999999999,GALAXY
18.878729999999997,17.077360000000002,16.25672,15.85869,15.58058,GALAXY
19.30866,17.96286,17.37002,17.04553,16.85993,GALAXY
19.58266,19.71098,19.40725,19.36753,19.466929999999998,QSO
19.24793,19.17096,19.10774,18.78929,18.64919,QSO
19.11035,17.889979999999998,17.43133,17.09648,16.90042,GALAXY
19.55656,18.08175,17.59822,17.2497,17.04175,GALAXY
19.5575,17.94922,17.03789,16.601670000000002,16.30518,GALAXY
18.110329999999998,16.9971,16.53753,16.19536,16.06496,GALAXY
18.792,17.44847,16.83928,16.407510000000002,16.14888,GALAXY
18.85077,17.10494,16.30945,15.931779999999998,15.66955,GALAXY
18.29999,16.600920000000002,15.96614,15.5822,15.38119,GALAXY
18.55572,16.794629999999998,15.9007,15.43283,15.10839,GALAXY
17.91602,16.00479,15.12605,14.708,14.396629999999998,GALAXY
19.03582,17.145220000000002,16.10755,15.65201,15.296129999999998,GALAXY
18.61141,17.83031,17.55119,17.39796,17.25059,GALAXY
17.678539999999998,16.23516,15.533389999999999,15.145220000000002,14.85203,GALAXY
18.5544,17.23266,16.67369,16.34345,16.18607,GALAXY
19.58597,18.36832,17.72211,17.29873,17.03676,GALAXY
18.54788,17.38714,16.838910000000002,16.50711,16.33708,GALAXY
18.917370000000002,17.55559,16.89346,16.54808,16.28394,GALAXY
19.54116,18.25376,17.69817,17.415329999999997,17.1649,GALAXY
18.75142,16.65103,15.638770000000001,15.17895,14.83029,GALAXY
18.006220000000003,16.93574,16.48392,16.11101,15.9256,GALAXY
19.31713,17.87578,17.03296,16.61499,16.29073,GALAXY
17.789720000000003,16.67012,16.194570000000002,16.026329999999998,15.98891,GALAXY
19.37515,17.76582,17.011779999999998,16.60315,16.272479999999998,GALAXY
19.32416,17.84308,17.0011,16.56096,16.24556,GALAXY
18.91105,17.63886,17.06015,16.76645,16.55321,GALAXY
16.838639999999998,15.86974,15.426829999999999,15.17395,14.9395,GALAXY
18.25516,16.38928,15.56311,15.1748,14.85415,GALAXY
19.176660000000002,17.63539,16.78746,16.35512,16.01876,GALAXY
18.27629,16.426679999999998,15.52106,15.107510000000001,14.755729999999998,GALAXY
19.56139,19.363979999999998,19.434479999999997,19.58063,19.79511,QSO
18.67146,17.72016,17.372770000000003,17.16617,16.97394,GALAXY
18.07305,16.85914,16.26974,15.938720000000002,15.67619,GALAXY
19.35129,19.25686,19.06118,19.05115,19.10955,QSO
18.68974,17.11121,16.31355,15.915389999999999,15.621229999999999,GALAXY
19.58809,18.43126,17.72195,17.3845,17.07173,GALAXY
19.20145,18.25842,17.91648,17.72968,17.629089999999998,GALAXY
19.52583,17.538829999999997,16.5195,16.050539999999998,15.670079999999999,GALAXY
18.85088,17.6047,16.88351,16.42473,16.09401,GALAXY
19.07933,17.127370000000003,16.12794,15.68839,15.33814,GALAXY
18.32774,16.58472,15.732460000000001,15.306529999999999,14.976270000000001,GALAXY
19.118920000000003,17.30937,16.46474,16.03664,15.724570000000002,GALAXY
19.1661,17.10559,16.06083,15.61099,15.24035,GALAXY
19.427570000000003,19.10145,18.981289999999998,19.039379999999998,18.82122,QSO
19.33673,18.280839999999998,17.90653,17.6768,17.50105,GALAXY
19.4202,17.975070000000002,17.21259,16.77404,16.47174,GALAXY
19.01549,17.49416,16.72709,16.33087,16.06492,GALAXY
18.4547,17.168,16.6351,16.33788,16.1032,GALAXY
18.52005,18.41764,18.30017,18.38806,18.44546,QSO
17.15383,15.3805,14.599470000000002,14.21035,13.925870000000002,GALAXY
19.53104,18.19725,17.67868,17.34671,17.06723,GALAXY
18.49401,16.83791,15.980739999999999,15.499429999999998,15.118170000000001,GALAXY
18.95296,16.90703,16.01525,15.592820000000001,15.2604,GALAXY
19.25007,17.16082,16.14614,15.718079999999999,15.37367,GALAXY
19.4165,17.5644,16.69495,16.27841,15.977360000000001,GALAXY
18.14365,16.8249,15.975320000000002,15.54341,15.23577,GALAXY
19.2092,18.151139999999998,17.90198,17.614720000000002,17.51758,GALAXY
18.85918,18.55951,18.32895,18.35751,18.19783,QSO
19.435660000000002,17.51004,16.51138,16.06897,15.69386,GALAXY
19.4338,18.21955,17.44541,17.07882,16.88589,GALAXY
19.46268,19.18818,18.817420000000002,18.71002,18.647779999999997,QSO
19.502270000000003,18.24307,17.59385,17.12375,16.914479999999998,GALAXY
18.67274,17.36877,16.70289,16.301820000000003,15.98744,GALAXY
19.06095,17.50356,16.6208,16.18626,15.8541,GALAXY
17.90159,16.09749,15.363389999999999,15.01865,14.812999999999999,GALAXY
18.32919,17.23701,16.82882,16.47703,16.35771,GALAXY
19.006729999999997,17.65575,16.88216,16.48019,16.21619,GALAXY
18.69214,16.79048,15.90985,15.4968,15.17575,GALAXY
18.20684,17.063270000000003,16.64334,16.38694,16.24555,GALAXY
18.82514,18.45516,17.889979999999998,17.53339,17.308120000000002,QSO
18.52909,18.06654,17.72375,17.75071,17.23255,QSO
18.527820000000002,17.3214,16.66571,16.24429,16.025470000000002,GALAXY
19.54383,18.35204,17.70699,17.3445,17.10892,GALAXY
18.52037,17.31609,16.83997,16.558889999999998,16.3749,GALAXY
18.95189,17.6407,17.24089,16.8558,16.76827,GALAXY
19.4744,17.96407,17.12306,16.68908,16.39001,GALAXY
18.451629999999998,17.174129999999998,16.49064,16.13214,15.82749,GALAXY
17.03094,15.90536,15.52496,15.311760000000001,15.02966,GALAXY
19.31692,18.142229999999998,17.58171,17.21023,17.04205,GALAXY
17.09627,15.37166,14.5876,14.20889,13.92765,GALAXY
19.15963,18.953139999999998,18.73791,18.52808,18.53368,QSO
18.9328,18.84631,18.552960000000002,18.58719,18.61722,QSO
17.79853,16.54431,15.96839,15.6355,15.37871,GALAXY
19.44652,17.441229999999997,16.47399,16.03519,15.715979999999998,GALAXY
18.89864,17.653879999999997,17.06925,16.71705,16.49456,GALAXY
19.17145,18.86102,18.802410000000002,18.92827,18.810579999999998,QSO
19.35634,19.074460000000002,19.08836,18.8217,18.76155,QSO
19.49231,17.73498,16.698079999999997,16.25629,15.894879999999999,GALAXY
18.9288,17.820079999999997,17.30775,16.92975,16.72703,GALAXY
17.65914,15.996020000000001,15.265260000000001,14.878329999999998,14.581010000000001,GALAXY
18.644000000000002,16.74948,15.88349,15.4739,15.13455,GALAXY
18.1377,16.25052,15.34058,14.96545,14.63165,GALAXY
19.508470000000003,17.58383,16.57508,16.15231,15.81466,GALAXY
19.22561,19.134510000000002,19.14264,18.991989999999998,18.80688,QSO
18.80484,17.03333,16.18246,15.778670000000002,15.48042,GALAXY
19.47035,18.01837,17.401410000000002,17.01221,16.798939999999998,GALAXY
19.08592,17.84273,17.29123,16.996010000000002,16.76289,GALAXY
19.25845,18.079420000000002,17.59958,17.28106,17.063370000000003,GALAXY
19.32957,17.44461,16.59769,16.16917,15.86265,GALAXY
19.1981,17.29424,16.19691,15.71376,15.313320000000001,GALAXY
18.49455,17.74115,17.44187,17.25829,17.159689999999998,GALAXY
18.52221,16.77327,15.90415,15.414179999999998,15.026060000000001,GALAXY
19.274060000000002,19.128220000000002,18.83687,18.693920000000002,18.13393,QSO
19.34853,17.62001,16.72409,16.246370000000002,15.86904,GALAXY
19.274620000000002,17.68723,16.90352,16.45476,16.146739999999998,GALAXY
18.82637,17.55099,16.99103,16.70221,16.51666,GALAXY
18.889979999999998,16.892889999999998,15.938629999999998,15.504879999999998,15.15903,GALAXY
19.43737,17.43219,16.49813,16.10109,15.74799,GALAXY
19.57189,18.292370000000002,17.6087,17.17024,16.90382,GALAXY
17.24915,16.11594,15.66496,15.47915,15.262620000000002,GALAXY
19.44385,18.29445,17.72109,17.39716,17.1836,GALAXY
18.59044,16.691779999999998,15.7439,15.31145,14.96752,GALAXY
18.9133,16.739829999999998,15.614410000000001,15.15996,14.82771,GALAXY
19.33569,18.4397,17.98058,17.62796,17.54358,GALAXY
18.4223,16.933320000000002,16.36792,16.094379999999997,15.916570000000002,GALAXY
18.27909,16.894370000000002,16.32885,15.99404,15.75286,GALAXY
18.61125,16.67579,15.682579999999998,15.20718,14.802439999999999,GALAXY
19.00815,17.93777,17.44642,17.11042,16.95849,GALAXY
19.426460000000002,19.24393,18.9861,18.93434,19.033820000000002,QSO
19.55061,17.566760000000002,16.65952,16.22975,15.915999999999999,GALAXY
19.49925,19.380110000000002,19.11835,19.10874,19.20308,QSO
19.35795,18.15136,17.32619,16.87931,16.61339,GALAXY
19.578789999999998,18.473770000000002,17.89975,17.52937,17.291079999999997,GALAXY
19.00408,16.89205,15.84375,15.42929,15.074879999999999,GALAXY
19.53135,18.09702,17.24302,16.83979,16.51923,GALAXY
18.89827,17.19428,16.298370000000002,15.83591,15.52462,GALAXY
19.351589999999998,18.25159,17.66926,17.357960000000002,17.126910000000002,GALAXY
19.40537,18.131420000000002,17.59497,17.28899,17.09358,GALAXY
18.5853,17.55033,17.18848,16.93896,16.86909,GALAXY
19.03999,17.79247,17.1976,16.86022,16.652420000000003,GALAXY
19.00424,16.9986,16.00974,15.54066,15.193060000000001,GALAXY
19.43662,17.59132,16.57449,16.06407,15.6697,GALAXY
19.00029,17.644070000000003,16.95545,16.54786,16.24549,GALAXY
18.40806,17.17981,16.6873,16.32064,16.15513,GALAXY
16.015610000000002,15.9063,15.819139999999999,15.55585,15.63975,QSO
19.52885,19.15614,19.01152,18.70532,18.68212,QSO
19.49457,17.52985,16.4373,15.95626,15.5564,GALAXY
18.93081,16.93007,16.03989,15.577879999999999,15.265579999999998,GALAXY
19.50774,18.53428,17.97403,17.58924,17.39772,GALAXY
19.562070000000002,18.18103,17.38155,16.92793,16.64762,GALAXY
18.99201,17.04416,16.08994,15.65257,15.30775,GALAXY
18.62494,16.66817,15.77801,15.340710000000001,15.00641,GALAXY
19.22719,17.612379999999998,16.70883,16.25385,15.904589999999999,GALAXY
18.968510000000002,17.56855,16.99258,16.653570000000002,16.41628,GALAXY
19.11055,17.76074,17.30237,17.012629999999998,16.86011,GALAXY
18.483179999999997,17.1538,16.37952,15.964189999999999,15.669789999999999,GALAXY
19.0926,17.8743,17.40173,17.1305,16.965139999999998,GALAXY
18.388360000000002,16.61981,15.71016,15.2365,14.898810000000001,GALAXY
18.82343,17.44621,16.77459,16.36424,16.09238,GALAXY
18.33727,16.58444,15.67748,15.21137,14.83024,GALAXY
19.27485,18.0188,17.52369,17.24928,17.228679999999997,GALAXY
19.226779999999998,17.17384,16.198,15.785779999999999,15.45435,GALAXY
18.77413,17.56257,16.920920000000002,16.58344,16.373739999999998,GALAXY
16.63707,14.87451,14.051960000000001,13.661520000000001,13.36331,GALAXY
19.29226,17.41657,16.47419,16.075429999999997,15.732520000000001,GALAXY
19.48226,18.34121,17.79424,17.4719,17.24689,GALAXY
19.087139999999998,17.22842,16.319689999999998,15.91099,15.544070000000001,GALAXY
18.88495,17.52495,16.7216,16.20662,15.939379999999998,GALAXY
19.00432,17.94163,17.4727,17.140179999999997,17.03487,GALAXY
18.40832,17.39711,16.84214,16.44625,16.29309,GALAXY
19.18233,18.03878,17.393620000000002,16.93764,16.711920000000003,GALAXY
19.090670000000003,17.9535,17.28585,16.90405,16.63608,GALAXY
19.0432,18.01272,17.51288,17.14882,16.96321,GALAXY
19.34872,18.3398,17.973779999999998,17.72551,17.62581,GALAXY
17.59392,15.6921,14.81209,14.398970000000002,14.089979999999999,GALAXY
17.566879999999998,16.392020000000002,15.87805,15.58521,15.368129999999999,GALAXY
18.17584,17.107,16.32313,15.99284,15.820960000000001,GALAXY
19.06062,17.79287,17.11153,16.657,16.353460000000002,GALAXY
18.0575,16.68223,16.06103,15.727670000000002,15.42094,GALAXY
18.87933,17.366770000000002,16.74878,16.39718,16.21182,GALAXY
19.59765,18.34011,17.619410000000002,17.206970000000002,16.93133,GALAXY
17.95115,16.07621,15.22004,14.81206,14.513710000000001,GALAXY
19.523870000000002,17.713729999999998,16.7297,16.28653,15.938189999999999,GALAXY
19.52842,17.82891,17.1424,16.80537,16.50471,GALAXY
18.908360000000002,17.5727,16.9497,16.58721,16.33072,GALAXY
18.13441,16.94645,16.50281,16.22298,16.0901,GALAXY
19.11664,17.630860000000002,16.83138,16.37829,16.02843,GALAXY
19.35519,19.1126,18.833,18.83088,18.77553,QSO
19.04992,17.75585,17.18141,16.83986,16.637320000000003,GALAXY
18.71791,17.11505,16.26259,15.78629,15.45602,GALAXY
19.0605,17.14979,16.03998,15.48753,15.07044,GALAXY
19.349529999999998,17.28021,16.344179999999998,15.87793,15.520420000000001,GALAXY
19.08856,17.974220000000003,17.64377,17.5702,17.55481,GALAXY
18.69739,16.84985,15.9999,15.59159,15.30323,GALAXY
18.07262,16.76207,16.2438,15.9452,15.74417,GALAXY
18.08302,17.3606,16.805770000000003,16.392770000000002,16.205679999999997,QSO
19.27059,17.807029999999997,16.96896,16.5185,16.16924,GALAXY
19.00179,17.30958,16.46228,16.00955,15.61835,GALAXY
19.47706,18.10206,17.3181,16.87871,16.55555,GALAXY
18.76924,17.853360000000002,17.491139999999998,17.246660000000002,17.128420000000002,GALAXY
19.06512,18.044729999999998,17.52216,17.13941,17.03929,GALAXY
18.41767,16.69807,15.787510000000001,15.29691,14.877920000000001,GALAXY
19.183310000000002,17.97475,17.40723,17.03349,16.81908,GALAXY
18.4252,17.45489,17.109460000000002,16.9083,16.7659,GALAXY
19.306179999999998,18.19443,17.7646,17.45523,17.30256,GALAXY
18.52088,17.49279,17.18861,17.02709,16.89219,GALAXY
18.48634,17.27741,16.7471,16.41315,16.199,GALAXY
18.09767,16.24038,15.3918,14.963170000000002,14.63521,GALAXY
19.295279999999998,17.97054,17.40026,17.128510000000002,16.95467,GALAXY
19.516560000000002,18.259339999999998,17.77731,17.48012,17.25868,GALAXY
19.44724,18.02605,17.56467,17.308310000000002,17.10209,GALAXY
19.07638,17.7221,16.94216,16.48154,16.25796,GALAXY
18.86456,16.91473,15.91961,15.387670000000002,14.96395,GALAXY
18.98712,17.77328,17.11971,16.72985,16.50665,GALAXY
19.51357,17.9764,17.26725,16.8842,16.60537,GALAXY
16.89922,14.924920000000002,14.0148,13.55536,13.20214,GALAXY
19.55959,17.55409,16.58041,16.1338,15.821520000000001,GALAXY
18.64892,16.88455,16.00486,15.56008,15.21095,GALAXY
18.59902,17.50352,17.00901,16.75962,16.53621,GALAXY
19.19366,18.86926,18.91827,18.76136,18.74709,QSO
18.998,17.94799,17.288220000000003,16.8977,16.702460000000002,GALAXY
17.71746,16.492829999999998,15.890989999999999,15.59857,15.361189999999999,GALAXY
17.8258,16.46986,15.8214,15.466479999999999,15.197339999999999,GALAXY
19.1969,18.23281,17.73276,17.40897,17.24708,GALAXY
18.98065,18.06064,17.57454,17.25202,17.08762,GALAXY
17.23961,15.1921,14.29323,13.84058,13.505870000000002,GALAXY
18.64575,16.72077,15.8,15.37809,15.028260000000001,GALAXY
18.3061,16.99305,16.51454,16.30162,16.259079999999997,GALAXY
19.0409,18.001829999999998,17.58204,17.34761,17.20557,GALAXY
18.865479999999998,17.65908,17.261120000000002,17.02647,16.83315,GALAXY
19.00048,18.47107,18.399520000000003,18.12387,18.06656,QSO
18.07489,17.07639,16.80451,16.52571,16.4515,GALAXY
19.33502,18.19341,17.479870000000002,17.02861,16.807029999999997,GALAXY
19.334789999999998,17.4233,16.44129,15.950970000000002,15.55047,GALAXY
19.3736,17.5793,16.703529999999997,16.25815,15.902510000000001,GALAXY
18.73147,18.00224,17.71933,17.44126,17.34881,GALAXY
18.97441,16.95646,16.0082,15.55455,15.19489,GALAXY
19.37472,19.21399,19.29204,19.43518,19.53148,QSO
19.07854,18.01235,17.58691,17.283279999999998,17.11488,GALAXY
19.03601,16.968729999999997,15.928460000000001,15.456479999999999,15.07603,GALAXY
16.77469,15.055620000000001,14.29364,13.896360000000001,13.6081,GALAXY
18.87471,17.91549,17.42349,17.086879999999997,16.94791,GALAXY
19.37204,17.50093,16.58481,16.12797,15.78865,GALAXY
19.31381,18.088420000000003,17.603170000000002,17.30162,17.20976,GALAXY
19.46957,19.22499,18.91884,18.93834,19.00704,QSO
18.602970000000003,17.6415,17.33367,17.12059,16.98594,GALAXY
19.19379,17.90513,17.05923,16.65074,16.34214,GALAXY
19.255029999999998,17.34723,16.39066,15.93045,15.59711,GALAXY
18.9389,17.15411,16.307129999999997,15.888279999999998,15.579170000000001,GALAXY
17.875120000000003,16.67416,16.15754,15.919179999999999,15.74221,GALAXY
18.70305,17.48201,17.017310000000002,16.75827,16.72296,GALAXY
17.69322,16.52159,16.006079999999997,15.66939,15.49053,GALAXY
18.56127,17.39228,17.02907,16.74251,16.70596,GALAXY
18.94715,17.10642,16.24224,15.777829999999998,15.4311,GALAXY
17.292370000000002,15.31569,14.3874,13.91474,13.5688,GALAXY
19.09136,17.72653,17.03862,16.646910000000002,16.407220000000002,GALAXY
19.280720000000002,17.508689999999998,16.57258,16.07956,15.738320000000002,GALAXY
19.41457,17.97749,17.259510000000002,16.85678,16.605970000000003,GALAXY
18.302120000000002,18.01455,18.10388,17.92892,17.98568,QSO
17.48711,16.324360000000002,15.737210000000001,15.379439999999999,15.13685,GALAXY
18.35577,16.687829999999998,15.82071,15.38955,15.0399,GALAXY
18.68719,16.67727,15.82378,15.3273,14.98174,GALAXY
19.38383,18.31589,17.692420000000002,17.3098,17.09884,GALAXY
19.29924,17.9429,17.06425,16.6159,16.3118,GALAXY
18.51645,16.9472,16.14047,15.74519,15.44745,GALAXY
18.286929999999998,16.49041,15.60312,15.16871,14.82078,GALAXY
18.77375,17.59872,17.21484,16.96324,16.76969,GALAXY
19.43297,17.85687,17.0596,16.64256,16.31694,GALAXY
19.41965,17.72033,16.850479999999997,16.43749,16.13535,GALAXY
19.0694,19.01309,18.949279999999998,19.01511,19.045070000000003,QSO
19.57331,18.286189999999998,17.69947,17.42066,17.59171,GALAXY
18.42314,16.93449,16.2618,15.88137,15.59565,GALAXY
17.47113,16.03302,15.31284,14.9453,14.639470000000001,GALAXY
18.475360000000002,16.60068,15.733479999999998,15.30234,14.9932,GALAXY
18.74064,16.819329999999997,15.87602,15.38667,14.966729999999998,GALAXY
18.48658,18.25125,18.246470000000002,18.34386,18.286739999999998,QSO
19.42107,17.531470000000002,16.6264,16.20061,15.859570000000001,GALAXY
17.87199,16.31344,15.62991,15.2153,14.90141,GALAXY
19.27156,17.39219,16.42234,15.95972,15.57925,GALAXY
18.999470000000002,17.668670000000002,17.14615,16.7904,16.585639999999998,GALAXY
19.0309,17.0228,16.0425,15.567829999999999,15.21649,GALAXY
17.82525,16.61189,16.11439,15.840539999999999,15.61599,GALAXY
18.43587,16.81934,15.96168,15.496120000000001,15.18816,QSO
18.99287,18.81195,18.55785,18.53981,18.622139999999998,QSO
18.5546,17.620079999999998,17.246579999999998,16.83059,16.73331,GALAXY
19.543789999999998,18.659689999999998,18.4086,18.0667,18.0813,GALAXY
19.41781,17.58011,16.63654,16.25313,15.8976,GALAXY
18.939510000000002,17.557479999999998,16.8959,16.49829,16.23558,GALAXY
19.355929999999997,17.46679,16.585279999999997,16.14341,15.84645,GALAXY
19.592029999999998,19.20662,19.08786,19.05482,18.960539999999998,QSO
18.87249,16.86,15.870339999999999,15.4184,15.07289,GALAXY
19.04479,18.08444,17.572860000000002,17.27759,17.13877,GALAXY
19.06427,18.73838,18.69027,18.62539,18.58279,QSO
18.268829999999998,16.598,15.77656,15.374789999999999,15.05991,GALAXY
17.13952,15.708820000000001,14.99475,14.6167,14.3409,GALAXY
19.41465,18.16862,17.69193,17.44839,17.212020000000003,GALAXY
18.44441,16.67408,15.82325,15.41255,15.101170000000002,GALAXY
18.69728,18.577189999999998,18.460420000000003,18.118479999999998,18.05173,QSO
16.26064,14.3321,13.4504,13.00787,12.657689999999999,GALAXY
18.70419,16.7855,15.782179999999999,15.34706,14.99025,GALAXY
19.58698,18.924210000000002,18.682370000000002,18.35846,18.36249,QSO
18.58928,18.629929999999998,18.233320000000003,18.19081,18.196460000000002,QSO
18.62528,17.32307,16.72009,16.410629999999998,16.110670000000002,GALAXY
18.289460000000002,17.42485,17.05389,16.90073,16.97796,GALAXY
19.4207,18.38379,17.99267,17.760479999999998,17.726020000000002,GALAXY
19.06952,16.685489999999998,15.596020000000001,15.11924,14.732370000000001,GALAXY
17.9247,16.62869,16.17942,15.92194,15.772,GALAXY
16.97041,15.730179999999999,15.14296,14.81349,14.608629999999998,GALAXY
18.457160000000002,17.308120000000002,16.803910000000002,16.49298,16.36399,GALAXY
18.56054,17.25253,16.57313,16.191570000000002,15.84818,GALAXY
19.0671,17.104870000000002,16.0865,15.61785,15.26997,GALAXY
19.30067,17.66092,16.75845,16.311989999999998,15.96154,GALAXY
19.35219,19.18065,19.084020000000002,18.84599,18.720570000000002,QSO
18.59808,17.422520000000002,16.9354,16.68395,16.47875,GALAXY
19.582179999999997,18.165689999999998,17.29775,16.84617,16.539839999999998,GALAXY
18.4406,16.61035,15.764629999999999,15.35811,15.053970000000001,GALAXY
19.46387,17.5239,16.57021,16.1296,15.76803,GALAXY
19.07491,17.92355,17.583679999999998,17.40602,17.26171,GALAXY
18.982470000000003,17.23686,16.35052,15.837270000000002,15.536610000000001,GALAXY
18.25675,16.3344,15.474960000000001,15.04635,14.71829,GALAXY
17.321379999999998,16.31733,16.00597,15.74365,15.631020000000001,GALAXY
18.372989999999998,17.96412,17.771539999999998,17.68525,17.55884,QSO
18.74963,17.50669,17.00487,16.679679999999998,16.53473,GALAXY
19.08936,17.900570000000002,17.35868,16.995520000000003,16.76014,GALAXY
16.66519,14.855229999999999,14.097929999999998,13.71144,13.416979999999999,GALAXY
18.061320000000002,16.26701,15.326279999999999,14.89362,14.573089999999999,GALAXY
19.22364,18.18905,17.72733,17.098879999999998,17.10041,GALAXY
18.99977,17.170289999999998,16.29853,15.8738,15.51457,GALAXY
18.70619,17.315,16.58634,16.19874,15.92136,GALAXY
19.47563,18.043979999999998,17.385379999999998,17.04185,16.80294,GALAXY
19.41923,17.3353,16.30946,15.86324,15.483670000000002,GALAXY
18.82885,18.63416,18.29389,18.12894,18.092229999999997,QSO
19.569689999999998,18.51905,17.97699,17.54495,17.35579,GALAXY
18.53162,16.93591,16.16603,15.789810000000001,15.47454,GALAXY
18.634729999999998,17.40878,16.85164,16.489810000000002,16.2931,GALAXY
19.304660000000002,19.18253,19.0119,19.010839999999998,19.05685,QSO
18.07463,17.26553,17.0773,16.85386,16.79591,GALAXY
18.66899,17.67863,17.34657,17.195079999999997,17.15475,GALAXY
17.9324,16.53203,15.853879999999998,15.494639999999999,15.20093,GALAXY
19.46755,19.32234,19.10365,18.81,18.71996,QSO
19.51507,19.10535,18.80201,18.865579999999998,18.79727,QSO
19.39264,17.873920000000002,17.09082,16.67539,16.34919,GALAXY
19.15205,17.18286,16.239060000000002,15.79483,15.44786,GALAXY
18.90229,17.1971,16.36143,15.88744,15.479970000000002,GALAXY
18.1792,16.879260000000002,16.30189,15.9403,15.722779999999998,GALAXY
19.36937,17.74858,16.87564,16.40016,15.997329999999998,GALAXY
19.27255,17.40774,16.55012,16.12506,15.831220000000002,GALAXY
19.50814,17.62164,16.57006,16.1195,15.728370000000002,GALAXY
18.1748,16.28385,15.354389999999999,14.906920000000001,14.57911,GALAXY
19.06932,18.89775,18.65955,18.46242,18.40866,QSO
18.79955,17.48479,16.87898,16.50488,16.25695,GALAXY
18.9579,17.50284,16.72524,16.28595,15.9931,GALAXY
18.436989999999998,16.48453,15.62635,15.23365,14.92469,GALAXY
17.419320000000003,15.35643,14.509260000000001,14.11549,13.75141,GALAXY
19.05264,17.25884,16.440379999999998,16.02008,15.70212,GALAXY
19.2952,17.94443,17.14817,16.735120000000002,16.424120000000002,GALAXY
17.15609,16.224729999999997,15.835420000000001,15.67806,15.530529999999999,GALAXY
18.75365,17.293870000000002,16.5532,16.068170000000002,15.67465,GALAXY
18.557779999999998,17.02336,16.31638,15.946520000000001,15.653870000000001,GALAXY
19.35118,17.488429999999997,16.39488,15.948839999999999,15.59169,GALAXY
18.456310000000002,17.240389999999998,16.63118,16.2905,16.019820000000003,GALAXY
19.19436,17.43631,16.5138,16.0789,15.73541,GALAXY
18.95509,17.13559,16.24294,15.82836,15.48567,GALAXY
18.44288,17.264789999999998,16.69246,16.32459,16.10184,GALAXY
19.4895,17.94942,17.07862,16.62556,16.311629999999997,GALAXY
19.43988,17.924310000000002,16.98769,16.55657,16.26755,GALAXY
18.89147,17.87925,17.5631,17.31608,17.176,GALAXY
18.539270000000002,17.174229999999998,16.68925,16.37124,16.23471,GALAXY
19.130129999999998,17.97926,17.37058,17.03565,16.83786,GALAXY
18.65639,17.44765,16.91694,16.615679999999998,16.403270000000003,GALAXY
18.99016,17.64862,17.12219,16.799889999999998,16.55885,GALAXY
19.09816,17.90063,17.50225,17.27124,17.17663,GALAXY
18.73343,18.50633,18.826439999999998,19.125020000000003,19.36636,GALAXY
18.820320000000002,17.096529999999998,16.210279999999997,15.80199,15.50477,GALAXY
17.82467,16.50957,15.937129999999998,15.61176,15.387479999999998,GALAXY
17.74925,16.40457,15.680629999999999,15.29222,14.928510000000001,GALAXY
17.64669,16.225089999999998,15.5203,15.118739999999999,14.84885,GALAXY
19.3659,19.36534,19.403470000000002,19.18144,19.109820000000003,QSO
19.4979,17.70421,16.6937,16.183529999999998,15.846429999999998,GALAXY
19.26352,17.741220000000002,17.013479999999998,16.676270000000002,16.233520000000002,GALAXY
18.06244,18.02107,17.80281,17.820429999999998,17.8919,QSO
17.65142,15.83185,15.033370000000001,14.525789999999999,14.17518,GALAXY
17.85299,16.593770000000003,15.968670000000001,15.62805,15.39587,GALAXY
