Table name: /Users/melissajosefina/Desktop/pm_M28.csv
+++++++
 source_id              ra               dec               phot_g_mean_mag    phot_bp_mean_mag    phot_rp_mean_mag   
 4077238498897604352    276.07567656     24.7979455526    18.165844          18.20296            16.97147           
 4077238464538286080    276.098221721    24.791387367     18.746584          18.7361             17.461802          
 4077238705052845440    276.027970421    24.82033762      17.324438          17.852592           16.482761          
 4077238876737737472    276.056141841    24.7833810029    15.39687           16.089443           14.521615          
 4077191082456445440    276.156426426    24.8282596342    16.724428          17.228727           15.760865          
 4077191121041429248    276.171510389    24.8228788078    18.502064          18.580906           17.410303          
 4077191292840172672    276.153630083    24.8284529322    19.019617          18.95949            17.783192          
 4077191292793219456    276.162845755    24.8191524535    18.547445          18.103815           17.302156          
 4077191189761005312    276.144448055    24.8286293535    17.878874          18.301315           16.825726          
 4077238189660540288    276.124857358    24.8061682918    17.950909          18.404316           16.896135          
 4077238292643250688    276.12977406     24.8010429278    17.211195          17.73108            16.249187          
 4077238223902540928    276.094253249    24.8131364944    17.591785          17.854816           16.585903          
 4077238464538243200    276.094183135    24.7925238736    18.111782          18.22841            16.838104          
 4077238052220982400    276.066849011    24.8099055143    17.45083           17.934189           16.482437          
 4077238464454236288    276.09562805     24.7940889577    18.983576          19.090279           18.01355           
 4077238125178719616    276.064044612    24.8082033982    18.64574           18.318853           17.305305          
 4077238228214023040    276.090113251    24.8100885854    18.431618          18.73226            17.53418           
 4077190841937874176    276.10828889     24.8413698545    18.326555          17.821234           16.66939           
 4077237742887345024    276.087747687    24.8413306242    16.333101          16.842705           15.41364           
 4077237639788262400    276.077119863    24.8450527944    17.139133          17.764133           16.290363          
 4077237811585553536    276.078835131    24.8363721719    14.9640465         15.686909           14.111325          
 4077237742980471168    276.080123592    24.8361622771    17.743555          17.992983           16.724304          
 4077237742887336704    276.083684147    24.8326930018    17.767511          18.440842           16.766766          
 4077236441550638464    276.005898486    24.8484572578    15.200912          15.918524           14.245101          
 4077237261943249920    275.987969767    24.8364529027    18.61554           18.262674           17.121944          
 4077236334227486336    275.998621735    24.8699320102    19.768843          20.482788           18.6983            
 4077235616916815488    275.987451254    24.9033193461    18.349836          18.418522           17.147343          
 4077236059349728256    276.018432822    24.8815428087    18.749514          18.395435           17.352968          
 4077236265508189440    276.012893368    24.875188069     18.60739           18.301138           17.341122          
 4077190571285427456    276.132951835    24.8678130217    15.483583          14.891031           13.749703          
 4077190949242781696    276.135060154    24.8482535701    16.65141           17.095213           15.634087          
 4077190571285391744    276.13093777     24.8700147739    13.379486          14.084694           12.366185          
 4077190773215326976    276.12055699     24.8554699516    17.157324          16.911484           16.242788          
 4077191189761013376    276.136382929    24.8344769235    17.81014           17.929256           16.889269          
 4077191219779634304    276.123423571    24.8318059494    12.33259           13.445756           11.29707           
 4077191224120811264    276.129229462    24.8286741921    18.511845          18.371967           17.138071          
 4077191189761007488    276.139167134    24.8328722335    17.549294          17.636885           16.357933          
 4077190738745409024    276.116662554    24.8602369309    16.082449          16.11779            15.435227          
 4077190944903863168    276.13618243     24.8506374495    15.185542          15.8481245          14.252133          
 4077190945017488128    276.140471285    24.8533666592    15.88064           15.496376           14.520919          
 4077191219894925952    276.111254905    24.8304097993    18.23266           18.376614           17.033104          
 4077238193897982336    276.12731905     24.8112773677    18.6398            18.249798           16.921375          
 4077237639788261376    276.070643931    24.852706759     16.952595          17.399782           16.071877          
 4077237914664773376    276.05002065     24.8357648302    15.362554          15.738825           14.78152           
 4077237712861770112    276.064042228    24.8359924124    19.32863           19.24352            17.835766          
 4077237880418871424    276.041271547    24.8400890685    18.817404          17.972147           17.162144          
 4077237884660479744    276.051460786    24.8417049889    16.203169          16.795612           15.337358          
 4077235921910488832    275.977538042    24.8745871897    19.595585          19.248638           18.39113           
 4077189196895006592    276.068818126    24.8869628047    16.253622          16.858562           15.346671          
 4077189196895035520    276.065641742    24.8785582327    18.282265          18.555439           17.005796          
 4077190605645413504    276.091876068    24.8850846164    18.304232          18.508335           17.183105          
 4077190635666177280    276.088600558    24.8725958512    17.001513          17.301334           15.957535          
 4077236132313678208    276.06121256     24.8735174356    18.314173          18.5134             17.193707          
 4077236201032320128    276.04435489     24.867607486     18.770697          18.81051            17.656713          
 4077236128069524992    276.056374211    24.8665104761    17.913612          17.922129           16.577452          
 4077237639786768128    276.073918695    24.8571395618    15.7787895         16.422009           14.923189          
 4077237644142198784    276.073045533    24.8537676548    19.27935           19.033924           18.047235          
 4077237639898024448    276.07082421     24.8555291421    18.228725          18.217203           16.938335          
 4077189089601573760    276.068837331    24.8977355095    17.228594          17.696619           16.306326          
 4077188784578051712    276.068068143    24.9219564018    18.333937          18.514685           17.44085           
 4077237128701756160    275.971706763    24.8469906943    16.814474          17.473488           15.883035          
 4077237124503965696    275.961893817    24.8453085064    19.282877          19.823214           19.131363          
 4077236162429012864    276.0395712      24.8719433487    19.154516          19.129452           18.173492          
 4077236196788753280    276.040893857    24.8616612293    19.154005          19.00474            17.752304          
 4077237605538286208    276.071115082    24.863988486     18.240772          18.601614           17.378117          
 4077237055672693504    275.982322958    24.8599958537    15.989076          16.540869           15.090131          
 4077235990519179264    276.035795811    24.8963304992    16.213581          16.897232           15.35999           
 4077235440888040704    275.98636817     24.9272082324    18.735512          19.236322           17.807467          
 4077190154691745536    276.173979648    24.8589643331    18.758966          18.070318           17.059406          
 4077190120301734400    276.169611808    24.8716512075    17.749828          17.149263           16.265131          
 4077190158968442624    276.172549388    24.8680500975    16.429195          16.823997           15.419389          
 4077190154694163200    276.172638299    24.8521818763    16.553595          17.01713            15.514312          
 4077190949242707968    276.148671797    24.8498667265    15.85173           16.412018           14.905797          
 4077190949242715520    276.146107493    24.8505695722    14.397512          15.139205           13.476192          
 4077190880476158336    276.14795956     24.8619020438    16.850355          16.944702           15.560671          
 4077190910542619264    276.171535214    24.8506644534    14.736545          15.525856           13.837175          
 4077190983602506624    276.145539581    24.840560724     16.781023          16.79267            16.21615           
 4077190876184402688    276.149901111    24.8665873116    15.72557           15.679604           14.824954          
 4077190502523568128    276.148841484    24.8707154859    15.230915          15.6455145          14.185418          
 4077190880476026880    276.158731345    24.8616107561    16.50049           16.660334           15.278649          
 4077190949242724352    276.146800302    24.8470559567    16.716908          16.727356           15.365325          
 4077190914882931072    276.159567343    24.849051575     15.311378          15.833618           14.29322           
 4077191086634759168    276.155875704    24.8315326138    17.643414          17.502316           16.141788          
 4077188063023448704    276.100214633    24.9251805673    18.1786            18.386982           17.04512           
 4077189574852962432    276.112753964    24.9093121329    18.257668          18.484432           17.268768          
 4077189609212649344    276.12692077     24.9058765329    17.74295           17.433838           16.813648          
 4077190807574992000    276.095292248    24.8575727603    16.16549           16.58351            15.161866          
 4077190468206284416    276.129365389    24.8893860841    16.16155           16.615557           15.18102           
 4077190536878844800    276.129397016    24.8704895634    14.128853          14.333856           12.8131485         
 4077190640005168384    276.101617393    24.8731639161    18.468859          18.242456           17.138592          
 4077190704495420672    276.080492632    24.8559996518    18.363787          18.636375           17.482             
 4077190365127070848    276.121480516    24.8962197699    15.509093          15.606343           14.886209          
 4077190463978032640    276.129648397    24.8813195293    16.720642          16.211939           14.979775          
 4077190532697160448    276.121635897    24.8742584065    17.786367          17.192163           16.057747          
 4077190468159339904    276.127436501    24.8764817046    15.965391          16.06719            14.648454          
 4077190566946726656    276.124500085    24.8608053103    13.915594          14.640037           12.954038          
 4077190532697611136    276.115115295    24.8732087774    16.878897          17.056229           15.628843          
 4077190429617918208    276.10220492     24.8845789461    18.364586          17.73893            16.485344          
 4077190704495893760    276.09526645     24.8583598642    15.888565          16.43464            14.883192          
 4077237644142180736    276.081670718    24.850881006     17.192282          17.4722             16.163933          
 4077189639358206592    276.151762157    24.8979522111    17.88683           17.926188           16.6547            
 4077189707953294464    276.145680322    24.8905260358    15.448214          15.9814             14.497711          
 4077189471773520128    276.172155273    24.905064453     14.477929          15.243858           13.542678          
 4077189501793062656    276.139984252    24.9227425529    17.078684          17.29085            15.915845          
 4077189536279024384    276.135806872    24.9073964806    18.632824          18.305523           17.187494          
 4077189471773518080    276.174359624    24.9038712044    17.359287          17.817316           16.378218          
 4077190120331945984    276.169769052    24.8746363446    17.468277          17.622187           16.350016          
 4077189712291891968    276.13596979     24.8920435673    16.582813          16.718145           15.336064          
 4077189540493096832    276.142246655    24.9078612376    18.861849          19.006657           17.959158          
 4077189506133312768    276.135505445    24.9255422154    18.297392          18.134514           17.069878          
 4077189604873866624    276.135890774    24.9044733817    13.520097          14.360667           12.590854          
 4077189540493090304    276.140161806    24.9110794968    13.990031          14.826061           13.067881          
 4077190120270169088    276.158788097    24.8757337708    14.246775          15.020412           13.321406          
 4077189330120565120    276.156509911    24.9231405853    18.470676          18.70269            17.259205          
 4077189677932041344    276.158116014    24.8951718228    18.219948          18.053196           16.870937          
 4077190502565908224    276.138652447    24.8736406466    15.466816          14.82839            13.762171          
 4077190502565905920    276.138192574    24.8764234764    15.506135          15.079994           14.30843           
 4077190468159316480    276.130996569    24.8743502089    15.320379          15.11963            14.09477           
 4077190468206303232    276.13172237     24.8825343976    15.298952          15.844549           14.334925          
 4077247780223990016    276.177662453    24.6404882425    15.924892          16.263103           15.061873          
 4077246779472726784    276.221154566    24.6496513142    17.007475          17.767406           16.02507           
 4077247539750506368    276.214627499    24.6423623556    19.104515          19.417007           18.050112          
 4077246401595898368    276.233901007    24.6918689325    18.797516          19.35377            18.100994          
 4077246470264274688    276.221342393    24.6865764354    18.689339          18.370182           17.131824          
 4077199397398799104    276.25742054     24.7115954152    14.871303          15.978094           13.81551           
 4077245164570375296    276.203122892    24.698368617     17.210173          17.71373            16.255005          
 4077196889208776320    276.287191276    24.7611234746    19.186174          19.059118           17.923735          
 4077196721682134528    276.252936179    24.7838428195    19.003428          19.294374           18.087414          
 4077197026576316416    276.198900907    24.7986042002    16.328407          17.207766           15.35952           
 4077197060936021248    276.220860446    24.8046889114    15.319605          16.068224           14.438062          
 4077196992284781568    276.188072325    24.80418451      18.689367          18.942133           17.36197           
 4077196240645715328    276.244179095    24.815843815     16.52619           17.127888           15.492685          
 4077196305054739328    276.238489914    24.8097999183    18.658922          19.044407           17.756172          
 4077189845390601728    276.182438693    24.8845624258    15.324352          16.029682           14.42962           
 4077190262047690112    276.185441354    24.8492079517    17.004324          17.523384           16.072708          
 4077190296407424640    276.201578387    24.834887011     19.100763          19.177742           18.132853          
 4077189914110068352    276.215109827    24.8851447792    14.709682          15.494712           13.822408          
 4077189982893115904    276.205628339    24.8708410841    18.769573          19.054403           17.871727          
 4077190296360391424    276.198808508    24.8374267756    18.276434          18.312845           17.127748          
 4077190188988044032    276.193215005    24.8655604749    16.289232          17.013458           15.388539          
 4077191047981660800    276.179649916    24.8306838861    16.02291           16.685013           15.118303          
 4077196133289016320    276.228673282    24.8375319382    17.918919          18.422329           17.046041          
 4077186826026416640    276.20552964     24.9085701984    16.255926          16.821291           15.335901          
 4077189815370837248    276.204749237    24.8944892406    16.005371          16.166254           15.318373          
 4077194999421357056    276.350636504    24.7948091588    19.292227          19.67269            18.39223           
 4077192873389992320    276.254005374    24.8686142094    16.306952          16.800982           15.505111          
 4077192628593602176    276.283318325    24.878968386     16.77038           17.222437           15.68623           
 4077249322205443200    276.139527913    24.6239328101    19.18903           19.455969           18.263357          
 4077248635007378816    276.081880982    24.6878725935    19.28746           19.154274           18.006756          
 4077248914139078144    276.057405725    24.66332328      19.290361          18.989605           18.032763          
 4077248639261142272    276.077408568    24.6777929973    18.86687           18.962748           17.695135          
 4077249459644050176    276.095813899    24.6287158432    19.297123          19.119507           18.006716          
 4077246367155942528    276.157165961    24.6387064737    15.207641          15.923561           14.334511          
 4077242729384038016    276.053589368    24.7039683399    18.7705            18.556585           17.655624          
 4077248600647809792    276.05974923     24.6992643226    18.881077          19.16251            17.830013          
 4077243790213614848    275.992236039    24.6782180351    18.051596          18.192755           17.187538          
 4077245752999466112    276.119240339    24.6845596591    18.727722          18.685501           17.43566           
 4077245748789790976    276.115131306    24.689659878     19.569384          19.705215           18.440826          
 4077245100209029376    276.159233542    24.7074581165    18.088905          18.433779           17.304247          
 4077242862570917760    276.006002988    24.7014382171    19.35689           17.808617           18.306475          
 4077243657097232384    275.977628779    24.6963165467    16.573942          17.105259           15.603913          
 4077249700073595392    276.019404374    24.6524713286    18.42807           18.68488            17.51745           
 4077243828895918336    276.012788584    24.6654008313    19.327951          18.720428           17.763363          
 4077248944142696448    276.031980482    24.6678621392    16.435463          17.114395           15.467194          
 4077243034369621120    276.014237599    24.688319135     19.53569           20.078175           18.45967           
 4077243687204263552    275.983568462    24.6901331208    18.270678          18.853521           17.341894          
 4077243760176537984    275.974215232    24.6732408557    19.492918          19.346275           17.96487           
 4077243687204321408    275.984314356    24.6788821432    19.0556            19.0894             18.251457          
 4077243691456999424    275.9866332      24.6792698687    19.317026          18.959082           17.54496           
 4077243790283567104    276.002607456    24.6802557739    18.871532          19.041481           17.85458           
 4077243755923737088    275.978532649    24.6749287058    18.660976          18.89715            17.646072          
 4077243343606570368    275.95252107     24.6951922278    19.21162           19.385498           18.132507          
 4077243725816793216    275.961002765    24.6876656213    15.9311            16.656094           15.035319          
 4077242656409953024    276.012741796    24.7146273238    19.05614           18.929111           17.986742          
 4077243034369623040    276.015439501    24.6896237513    19.326357          19.340878           18.18683           
 4077242656409917696    276.018102464    24.7120470745    18.718676          18.353054           17.73465           
 4077242931290396032    276.007338625    24.6943308364    19.311043          19.543852           18.302698          
 4053217502609056000    275.872426671    24.9028951593    15.678808          16.637262           14.659146          
 4053220565002157056    275.873885622    24.8800407619    18.733074          19.146715           17.840307          
 4077236849622917888    275.893222075    24.8742325809    19.662428          19.598618           18.823334          
 4077236540307748096    275.942115744    24.8932546221    17.650328          18.220098           16.753166          
 4077236510226442368    275.933224286    24.8921449096    17.919493          18.485138           16.987566          
 4077236540399522944    275.943823747    24.8949559453    19.617056          18.842148           18.29336           
 4077235750125447040    275.948103039    24.9114278561    16.966045          17.02224            16.466108          
 4053217163387617152    275.900292065    24.9325912536    16.938278          17.554453           16.025515          
 4077236785148150912    275.912884314    24.8870023976    18.169775          18.428516           17.206778          
 4053216231517031552    275.946643301    24.9566706541    19.594038          19.748466           18.304579          
 4053216334595945088    275.915496149    24.9518623042    19.52553           19.799992           18.068674          
 4077235509515524480    275.972143779    24.9261796527    19.209827          19.416252           18.207155          
 4077235685637239424    275.960222485    24.923055916     19.225302          18.98332            17.832945          
 4077235479434924288    275.972497748    24.9308958846    18.085178          18.536572           16.59242           
 4077235509607564928    275.985240567    24.9236527419    18.709171          18.988062           17.84253           
 4077235548197240192    275.99961752     24.9265015242    19.240496          19.073946           17.976068          
 4077235685636308224    275.954584535    24.9274702733    18.839628          19.074032           17.748077          
 4077242488822141824    275.966099153    24.7328499686    19.026533          18.228891           17.809654          
 4077242347189963648    275.944848992    24.745934621     19.362808          19.07832            18.118093          
 4077242351383230080    275.945418341    24.7398999312    18.060524          18.49644            17.26378           
 4077243103085923328    275.93964442     24.7353330622    19.230585          19.561186           18.27938           
 4077242037833763584    275.995242339    24.7692883101    14.204853          14.909258           13.395663          
 4077242140933695360    275.997337311    24.7564295045    18.86016           18.242233           17.364847          
 4077242141031927296    275.992301813    24.7595392754    19.555197          19.545784           18.622139          
 4077242037952583808    275.984322396    24.7609524308    18.075577          18.357565           17.129896          
 4077242175391681024    275.999594927    24.7481328549    19.534925          19.617765           18.30373           
 4077242248303866752    275.997011214    24.7406017562    19.147902          19.495487           18.076906          
 4077242179628219520    276.005917862    24.7499419523    14.899846          15.982464           13.854939          
 4077242317067325184    275.963936223    24.7432816599    16.224432          16.99727            15.326391          
 4077243206085479808    275.928394552    24.7184939465    19.141558          19.010504           17.725237          
 4077243137445617024    275.936100785    24.724779511     17.933754          17.649046           16.578257          
 4077242278384882688    275.958320805    24.7587047609    19.009617          18.679611           17.698915          
 4077240594840607872    275.955867054    24.7782904336    18.988317          18.564974           17.72507           
 4077239121611400192    276.017611782    24.7711015726    19.125061          18.240108           18.122658          
 4077239117372515200    276.017414266    24.7791969977    18.41588           18.47172            17.31502           
 4077241522555903744    275.885439611    24.7690781029    18.999529          18.56689            17.422892          
 4077242622050175104    276.008499726    24.7292509893    18.76347           19.17187            17.865286          
 4077242248304316160    276.001160511    24.7377429224    18.794498          19.211824           18.017313          
 4077242656342230912    276.011414266    24.7171492037    18.856085          18.89857            17.580734          
 4077242484611198464    275.967075753    24.725944978     18.327896          18.30023            16.920462          
 4077242518970746880    275.970052098    24.7162327398    19.616768          19.967422           19.150888          
 4077241625635168256    275.916562896    24.7487557854    18.940172          19.330442           17.508827          
 4077241698548288640    275.915685339    24.7398295562    18.560133          19.03792            17.580523          
 4077242695024284928    276.041486601    24.7200694172    18.286636          18.08839            16.833532          
 4077242622050224640    276.020120355    24.7269136848    19.503822          19.724596           18.663115          
 4077242656342554496    276.029476255    24.7177297474    19.131222          19.323462           17.993378          
 4077239602647751296    276.0351538      24.7504976344    17.110846          17.373707           16.417395          
 4077239602647747968    276.031949873    24.7542874937    17.377459          18.048407           16.41918           
 4077242557541949696    276.026766113    24.7374104867    19.76331           19.312037           18.453678          
 4077240801001694080    275.948701148    24.7660688142    18.694906          19.093916           17.790573          
 4077242175272817024    276.008030106    24.7526830551    16.457745          17.295362           15.523035          
 4077241561152184064    275.895863918    24.7578581944    18.720055          18.48234            17.192486          
 4077241698591131392    275.91234269     24.744707264     15.785787          16.267126           14.803815          
 4077240526121077760    275.960298866    24.7923425744    18.28022           18.593113           17.239819          
 4077240663560111360    275.923316037    24.7947753501    19.505547          19.441925           18.875336          
 4077240423041565056    275.915089396    24.8103738661    19.258781          19.300371           18.221445          
 4077240354319322496    275.935141142    24.8247110708    19.11704           18.725214           17.274141          
 4077241458029147008    275.885176579    24.7802048191    18.499105          18.566107           17.145252          
 4077241080115802880    275.87936642     24.7873882095    16.627289          17.104721           15.75374           
 4077241453718140288    275.880142312    24.7797679717    17.01891           17.526302           16.043543          
 4077240663560004992    275.927207461    24.7837342774    16.861             17.55434            15.983464          
 4077240869721198592    275.933152228    24.7599918305    18.907799          19.175058           18.202402          
 4077240770878052352    275.926435525    24.7811027457    18.638424          18.70906            17.46731           
 4077240732279116544    275.913729078    24.7793108571    17.793365          17.982704           16.618092          
 4077240663560035712    275.921969201    24.7816170575    19.449112          19.657944           18.036446          
 4077241488196194816    275.904362238    24.7726609182    18.709429          18.752838           17.752514          
 4077240049279715456    275.917782585    24.8173126601    19.158203          18.756618           17.793982          
 4077240495956282496    275.954182669    24.7975324402    18.904343          18.902855           17.58474           
 4077240319962252928    275.890594393    24.8019060771    17.798363          18.048214           16.81614           
 4077239838810079744    275.906294896    24.8463214833    14.451161          15.209655           13.577993          
 4077238739331478656    276.032462737    24.814316148     18.882109          18.624815           17.472466          
 4077238846689433600    276.045743025    24.8035705957    18.609383          18.306597           17.528168          
 4077238949812633088    276.036429842    24.7760053544    19.023142          18.899485           17.323795          
 4077238911097453312    276.027502253    24.7877394885    15.01929           15.57999            14.268291          
 4077237506703668480    275.991704459    24.8035632284    13.776005          14.579212           12.901561          
 4077238778013899520    276.014738808    24.810234567     15.674021          16.40874            14.789734          
 4077236407191796224    276.027608718    24.8436718162    14.861372          15.567508           14.013163          
 4077236402869248640    276.026607914    24.8487637558    18.057812          18.391304           16.99156           
 4077236402950081408    276.028722083    24.843929016     16.854044          17.332006           15.981435          
 4077236196788763648    276.036096125    24.8610742387    18.829628          18.173262           17.077356          
 4077236166673553536    276.027919368    24.8667404057    19.411396          19.062239           18.244547          
 4077237296303141120    275.991833166    24.8179353082    19.321857          18.93006            17.882837          
 4077237090144560384    275.990002143    24.8501332158    19.513407          19.414528           18.548534          
 4077237094385710080    275.988144895    24.8500797973    18.844261          19.005117           17.923903          
 4077236441550652672    276.002079088    24.8475867231    16.707224          17.216482           15.843531          
 4077236608994524032    275.93887476     24.8822242645    15.5014715         16.246773           14.595189          
 4077236613349439872    275.931620973    24.8767490602    18.682985          18.661968           17.31662           
 4077236162429033472    276.038499374    24.8691802609    18.95225           18.39038            17.27027           
 4077236746433534976    275.952140475    24.866543844     15.663493          16.334305           14.803422          
 4077236643464656384    275.960943593    24.8775462038    18.48947           18.682476           17.549257          
 4077236441550599168    276.011902172    24.8572268721    18.49135           18.480024           17.136753          
 4077237124390721792    275.963090105    24.849963623     16.535772          17.21775            15.572642          
 4077237365022433024    275.968747574    24.8310932716    19.369576          18.912506           18.19885           
 4077237472299188864    275.97632627     24.8244126947    16.030684          16.434103           15.160961          
 4077235921799765888    275.976972928    24.8790391044    15.251845          15.932037           14.395165          
 4077235921910447104    275.97572185     24.8801123853    17.89049           18.196379           16.92165           
 4077237060025948928    275.975927052    24.8696974312    18.38598           18.82166            17.50135           
 4077236643464656000    275.959828606    24.8846424387    18.214705          18.806898           17.358711          
 4077237193223785984    275.995838212    24.8344760354    18.879927          18.946358           17.677444          
 4077237158864025600    275.982116659    24.8422466276    18.77014           17.725468           16.95813           
 4077236059349770880    276.021351512    24.8858928983    17.049936          17.470692           16.08227           
 4077236059349764864    276.017297163    24.8849566664    19.249113          19.814844           18.440826          
 4077236265418462592    276.014249434    24.8657256809    18.094595          18.562172           17.321424          
 4077235853191034496    275.991237143    24.8849754381    19.257952          19.215076           18.065233          
 4077236334116684672    275.999087594    24.8633880586    15.667857          15.847025           15.296202          
 4077237571183949824    275.971754806    24.7995187745    18.716202          18.96457            17.643223          
 4077237575422227584    275.972671791    24.7968117618    19.229458          19.133821           18.19465           
 4077237369219998208    275.967320659    24.8228805756    18.8042            18.573494           17.117075          
 4077237227471391488    276.016481048    24.82688166      16.434902          17.228922           15.495839          
 4077237949138388096    276.028001339    24.8362265662    19.327778          19.495476           18.452375          
 4077236952705234304    275.940963912    24.8506535412    18.757166          18.88885            17.634762          
 4077235715765773184    275.963232288    24.9147255354    19.076973          19.33823            17.660223          
 4077235715662561792    275.962246069    24.9129959441    18.540789          18.659107           17.403751          
 4077235715765966336    275.965885095    24.9049273082    19.005604          19.297218           18.000282          
 4077235853191023232    275.983984544    24.8887004122    19.37349           19.536835           18.366045          
 4077235647046480128    276.000513332    24.9001385523    18.125374          18.613768           17.3543            
 4077235651276519296    276.00279509     24.9019031693    19.053133          19.301273           18.236456          
 4077235543967417344    275.998124215    24.913368319     18.99655           18.854635           17.494043          
 4077235612686913024    275.996434329    24.911627236     18.600117          18.186182           17.10372           
 4077235646921767040    276.002606982    24.9045267484    14.975932          15.690149           14.1367235         
 4077235647046532096    275.994902147    24.9046969088    19.062607          19.128973           17.913433          
 4077235548197282304    275.993960184    24.9175018839    17.819101          18.302124           16.873203          
 4077235818845189632    275.971775501    24.9024216609    18.764309          18.979439           17.946806          
 4077235818845182464    275.966394094    24.9015303989    19.183853          19.328629           17.993273          
 4077235818845197952    275.977370694    24.9095257255    19.030773          19.224216           18.057945          
 4077188612779457536    276.015963981    24.9348011405    18.009981          18.393967           16.844225          
 4077189025096341120    276.035792909    24.9076248168    17.761013          18.20485            16.856184          
 4077189059456065536    276.040111913    24.9085772783    16.811277          17.335478           15.823094          
 4077235956284416512    276.016460936    24.9040160056    18.682892          18.977196           17.792597          
 4077188642799262976    276.022994785    24.919684895     12.663774          13.619757           11.700497          
