Table name: /Users/melissajosefina/Desktop/pm_M28.csv
+++++++
 source_id              ra               dec               phot_g_mean_mag    phot_bp_mean_mag    phot_rp_mean_mag   
 4077186443837785856    276.19220769     24.9167773485    18.442509          18.69373            17.48347           
 4077186826073557376    276.203585035    24.907881765     18.835161          18.932886           17.613148          
 4077186821794890752    276.207873201    24.9032509898    17.63278           17.949165           16.59027           
 4077186826026417664    276.206346403    24.9081381906    16.45043           16.919989           15.465044          
 4077187822506122496    276.129591974    24.9335630897    18.002254          18.08072            16.78505           
 4077188093043781120    276.116621646    24.9247122561    16.960678          17.46434            16.087748          
 4077187818289835392    276.129640084    24.9375376095    18.25255           18.416803           17.002016          
 4077188028663639168    276.121236101    24.9311514642    17.893251          18.025537           16.652555          
 4077189501826171392    276.123881486    24.9238793222    15.216256          15.915595           14.334114          
 4077189501918827904    276.127019377    24.9203097067    17.963636          18.265797           17.022789          
 4077189506133322752    276.128187112    24.9294991877    17.482996          17.8806             16.500038          
 4077189506133371264    276.123570586    24.9223556485    18.132944          18.287325           17.176872          
 4077189501917006720    276.125539969    24.9277414555    19.02472           19.230543           18.15611           
 4077189501918925824    276.129111199    24.9271741342    18.564798          18.765684           17.696087          
 4077189501919181312    276.125002617    24.9259165356    15.793749          16.456064           14.882544          
 4077188093169616896    276.112944071    24.9272487417    18.702568          18.674414           17.653666          
 4077188058807914112    276.095453105    24.9303037022    18.270277          18.634459           17.442856          
 4077188063023433600    276.099993804    24.9302244946    17.691204          17.8917             16.669207          
 4077188097383150592    276.109561675    24.929347344     18.962389          19.144611           17.707846          
 4077188814722184320    276.089755803    24.9279658659    18.506996          18.269588           17.089895          
 4077186856093295616    276.209726381    24.9001557325    18.016098          18.017426           16.780373          
 4077186787435563008    276.233530524    24.9073337103    19.477037          19.27437            18.053196          
 4077189815323691264    276.206746264    24.8993937374    17.426004          17.751972           16.457083          
 4077186443837785472    276.192147039    24.9256347163    18.535767          18.54901            17.346704          
 4077186340756102272    276.198374914    24.9457384585    18.578238          18.847155           17.524212          
 4077186207598184448    276.169787518    24.9680922173    18.242977          18.565617           17.386143          
 4077184798848086144    276.151243803    24.9566377914    14.598682          15.335248           13.722912          
 4077184794631690752    276.153910847    24.970887643     17.694237          18.056833           16.66263           
 4077184794633126400    276.152195462    24.9651841411    17.42235           17.94233            16.55455           
 4077188299325723136    276.059040135    24.9578276585    17.401808          17.626835           16.32437           
 4077187474690424832    276.079245356    24.9727093541    18.182878          18.456188           17.18734           
 4077188269181930624    276.043376873    24.9602343629    18.51782           18.279825           17.054056          
 4077187685066173056    276.113380726    24.9681668632    16.561285          17.348236           15.65066           
 4077187685017763328    276.108358698    24.9704890126    17.975576          18.396996           17.166502          
 4077187577770041600    276.111114562    24.9793717138    18.7366            18.142569           17.084364          
 4077187204029790720    276.105053591    24.9928684026    18.483883          18.3233             16.949408          
 4077187685066208384    276.105765964    24.9612069769    17.877111          18.120289           16.931225          
 4077187887009221376    276.093757122    24.9574234468    18.362606          18.680574           17.523924          
 4077187135310367360    276.072965012    25.0029024783    18.885708          18.888428           17.9208            
 4077188058684001792    276.099523406    24.9395442715    17.0318            17.404697           16.002855          
 4077187989964524928    276.101665371    24.9399446814    15.846673          16.505741           15.045873          
 4077188058807915520    276.096968092    24.9372843438    18.114954          18.260592           17.140594          
 4077187994303888512    276.115358567    24.9404974676    13.670236          14.454632           12.750569          
 4077186581215309440    276.231879924    24.9198990086    16.662092          17.20782            15.751957          
 4077188161884974592    276.039843805    24.9752550325    19.097893          19.444118           18.524845          
 4077188131742987648    276.021428475    24.9772758259    18.58631           18.661858           17.391577          
 4077188234822243072    276.025199174    24.9602793576    18.838768          19.210865           17.999939          
 4077187341468865024    276.057055704    24.992417097     17.915102          18.129042           16.835203          
 4077187852525485824    276.08138522     24.9687536147    15.5433855         16.028894           14.822985          
 4077184627049391744    276.118473738    24.9882816513    18.334515          18.664957           17.349752          
 4077187715210546688    276.121701258    24.9652406819    18.380632          18.74096            17.582253          
 4077187719377490944    276.120526767    24.9634874732    15.84444           16.761904           14.888946          
 4077187680748612736    276.118616215    24.9646784268    19.248278          18.785032           17.674662          
 4077187440241756032    276.073220769    24.9829052431    18.070072          18.588326           17.20093           
 4077187234172254976    276.077681943    24.9886407045    18.600746          18.964312           17.68609           
 4077184249043852672    276.109889219    25.0012549266    15.152464          15.764487           14.168637          
 4077186753047233408    276.218877122    24.9255155468    18.782808          18.105682           17.178623          
 4077186546914862720    276.226526187    24.9329144168    18.681376          18.976425           17.418684          
 4077186379396885632    276.206663683    24.930098048     15.490374          15.986911           14.781032          
 4077186753073327360    276.219257702    24.9304893496    18.919664          19.07132            17.821619          
 4077184794631518592    276.149786205    24.9696837764    18.368355          18.595865           17.310081          
 4077184798848080384    276.145202494    24.9645930005    17.46546           17.888374           16.740414          
 4077184730080160896    276.153672842    24.9738029725    18.99455           18.70702            17.643095          
 4077184798848072064    276.147470865    24.96562243      17.0295            17.384935           15.999111          
 4077187715119806592    276.133641337    24.9649782806    17.877626          18.152674           16.774557          
 4077184661409102976    276.13011549     24.9875851999    16.422794          17.09752            15.460087          
 4077186134597994112    276.209585183    24.9515856629    18.881191          18.945812           17.674564          
 4077186345037119232    276.195817419    24.9503481588    18.199856          18.954231           17.230894          
 4077183630616703232    276.206266314    25.0105300787    18.674776          18.544792           17.470968          
 4077186134597675264    276.204801109    24.9471767992    18.518633          18.557              17.325087          
 4077184455202108032    276.191188711    24.9956455446    16.27583           17.07249            15.323454          
 4077185172522540032    276.200424533    24.9949731847    18.667088          19.08116            17.88799           
 4077185657842166912    276.257336682    24.9614063832    19.022045          19.146906           17.769861          
 4077186100238318464    276.231066226    24.9564982901    19.814995          19.591793           18.303293          
 4077186065819099392    276.223168482    24.9646233987    16.186926          17.029163           15.210937          
 4077185722253497984    276.26045228     24.9544122259    18.955635          19.019995           17.72408           
 4077185138163136000    276.227423493    24.9927987487    18.183601          18.503954           17.409115          
 4077186581215292288    276.244726004    24.9243711326    16.136274          16.884909           15.209108          
 4077186516788526336    276.253134219    24.9310844476    16.494677          17.139078           15.469198          
 4077184523970028160    276.179374371    24.9846532253    18.674902          18.580557           17.364706          
 4077184455250525824    276.180245523    24.9945017279    18.879251          19.00936            17.710867          
 4077186001392508800    276.184088398    24.9778398743    16.36749           16.944689           15.443561          
 4077185172522867328    276.213757836    24.9927926299    18.364124          18.46742            17.19424           
 4077185967079911296    276.208560885    24.9686310514    18.450405          18.528841           17.654165          
 4077184970600066688    276.258078604    25.0020171098    18.299574          18.855265           17.30489           
 4077184455250535296    276.185397436    24.986225185     18.864208          18.106056           17.186098          
 4077185928381871104    276.189350483    24.9867838754    16.858852          17.39521            15.807334          
 4077173077876009984    276.25536495     25.0307274961    18.148449          18.348852           17.552128          
 4077186310677438336    276.178645951    24.9469544091    16.90375           17.409153           15.942729          
 4077186203317138432    276.174527275    24.9656969691    18.355812          18.709723           17.584085          
 4077184936287565696    276.243119126    25.0105072887    18.902063          19.140375           17.86203           
 4077184485393855232    276.156641002    24.9978746824    15.262012          16.212736           14.264554          
 4077184657192550272    276.135482048    24.9884507858    17.67758           18.026812           16.677757          
 4077184416573568640    276.165333008    25.0044931577    18.384537          18.738552           17.604837          
 4077184420890775296    276.178856162    25.00081914      17.608551          18.21439            16.632996          
 4077183660672138752    276.188119804    25.0100019291    17.974485          18.529724           17.085587          
 4077183252659524480    276.183887717    25.0529879688    18.741562          18.406168           17.171593          
 4077183561897266048    276.168762238    25.0296544343    19.039188          19.217262           18.017477          
 4077182668543925632    276.164410035    25.0879711444    18.570372          18.704035           17.503902          
 4077182943422792704    276.144798937    25.0826215398    18.552473          18.734247           17.46384           
 4077182836003506560    276.154189731    25.0759352047    17.318779          17.964252           16.50438           
 4077182943421907968    276.149386043    25.0742290934    18.668592          18.9141             17.536903          
 4077184210427825920    276.100180959    25.0219096358    18.385727          18.694508           17.434298          
 4077184386531087744    276.151052651    25.007953269     16.658724          17.290625           15.837879          
 4077183076521688960    276.154653357    25.0584341182    16.987091          17.49381            16.172424          
 4077183145275981952    276.155381247    25.0505335892    18.553349          18.670029           17.454626          
 4077183969896901248    276.134115602    25.0258146946    18.432976          18.696493           17.535295          
 4077184279147395712    276.152010268    25.0272663691    18.931082          19.01516            17.746706          
 4077183523235869824    276.161407516    25.0313490312    18.934063          19.369715           17.983341          
 4077183523320028800    276.153758408    25.0341051395    18.72179           18.36869            17.327972          
 4077171428572150272    276.199945588    25.0755098067    15.845447          16.542498           14.870305          
 4077170986227425024    276.205139559    25.0986303711    16.185991          16.847994           15.262824          
 4077171050649858560    276.200359622    25.0895265199    17.789747          18.130161           16.763554          
 4077170986227429760    276.211097711    25.0907901807    15.147686          15.607691           14.423025          
 4077249322093530368    276.150026068    24.6252130821    16.950861          17.579952           15.931051          
 4077249322207805696    276.14493576     24.6204951192    18.531271          18.679092           17.289663          
 4077249081686660992    276.052801703    24.6487166504    19.821339          19.688946           18.813492          
 4077249837600810112    276.047358111    24.6383476499    19.16991           19.614489           18.026737          
 4077246332908197888    276.134325209    24.6435612674    18.926886          18.091433           17.453655          
 4077246332825344768    276.138652919    24.6435727322    18.950813          18.99518            18.051039          
 4077249287845691264    276.130406519    24.6440318761    19.500235          18.495687           17.961008          
 4077248841168720640    276.093485006    24.6541732113    18.227142          18.889013           17.33675           
 4077248841080281088    276.08615803     24.6623472222    17.976362          18.638403           16.94113           
 4077248772446646912    276.100315925    24.6639807099    19.385218          18.955866           18.102516          
 4077248806806060672    276.075272558    24.6706956494    19.18012           19.486582           18.299355          
 4077248811059853952    276.067875271    24.6639107869    18.946632          19.311218           18.008743          
 4077249150294667264    276.109103688    24.6515165987    15.699586          16.463966           14.798322          
 4077249223377994624    276.103486182    24.6490489734    16.310614          16.948082           15.375062          
 4077245783066126720    276.089092667    24.6849324787    18.937172          19.003403           17.56269           
 4077245787357635328    276.092525564    24.6897546686    17.992783          17.958765           16.651773          
 4077248600544234624    276.065082871    24.6935828863    16.641617          17.180138           15.823292          
 4077248635007310976    276.075008222    24.6794972112    18.444641          18.955078           17.428503          
 4077249219125883136    276.096949779    24.640000781     18.88386           19.078611           18.039341          
 4077249012967067520    276.06788354     24.6495635844    18.498281          18.551603           17.234367          
 4077245787359293184    276.098023587    24.6797760267    16.15367           16.84643            15.210981          
 4077248978607352320    276.048451695    24.6540378605    19.020254          19.355936           18.277794          
 4077248914139080320    276.05435914     24.6639430456    19.516514          19.654306           18.308792          
 4077246199720909184    276.121705299    24.66275157      18.632956          18.035246           16.805502          
 4077245924842888448    276.143804699    24.6794099869    18.832474          18.904507           17.536716          
 4077246161106872576    276.145937329    24.6694518548    19.594828          19.219446           17.9019            
 4077247501109851008    276.200559615    24.6508038165    18.655197          18.264816           17.45756           
 4077246745192908160    276.199350107    24.6635433541    18.956554          18.48905            17.22207           
 4077245890438276608    276.163987168    24.6785094913    18.593203          18.428804           17.146986          
 4077245542631533568    276.130515216    24.6880980716    18.430752          18.930305           17.44742           
 4077245714429942016    276.106841009    24.6914430368    18.931227          19.141508           17.999107          
 4077245783149404032    276.097461374    24.6936928662    19.388992          19.088097           18.142479          
 4077246710836018816    276.22595799     24.6611742438    18.347338          18.9087             17.50334           
 4077247574110301696    276.184143737    24.6513599268    19.169401          18.79928            17.800371          
 4077246848275385984    276.250837579    24.6486375661    19.79011           19.75304            18.634075          
 4077246848275388928    276.251944239    24.6531167946    19.09648           18.948841           17.759125          
 4077200020216241792    276.292542235    24.6685760844    17.469807          17.962376           16.331406          
 4077247539705680256    276.208947567    24.6481695747    18.798819          18.992353           17.315256          
 4077199500498885504    276.254673346    24.6978815538    18.181921          18.921581           17.173239          
 4077199500550963968    276.26019912     24.7025555517    18.144592          18.72828            17.08687           
 4077245199005015680    276.209226967    24.6928378717    19.865147          19.387413           17.931389          
 4077199637992255488    276.282254451    24.6731151316    18.47506           18.354662           17.11912           
 4077246539035115648    276.259537367    24.678021087     18.16932           18.753422           17.189116          
 4077199569273070720    276.298869581    24.6897491751    17.802473          18.455044           16.490751          
 4077199573539617792    276.292014437    24.6842306927    16.506552          17.163633           15.623204          
 4077199951496725376    276.304671431    24.6828687054    19.00289           18.903103           17.558638          
 4077198847674192640    276.350231568    24.7185656256    16.772167          17.583065           15.8113785         
 4077198297958300288    276.307897577    24.7582198314    18.736399          18.65761            17.212069          
 4077196820489516672    276.298007073    24.7692324552    18.95695           19.678396           18.012362          
 4077196889208770176    276.281248407    24.7512864348    19.179409          19.20699            18.031647          
 4077198405309330944    276.299464849    24.7376834474    19.384867          19.173578           18.167444          
 4077198405262906624    276.302099431    24.7366609422    18.517015          18.932915           17.531713          
 4077198366606438400    276.290887789    24.7445889114    16.083303          16.813393           14.941847          
 4077199294392864512    276.318875956    24.7087907823    19.780972          19.67687            18.730782          
 4077199294392854016    276.312375284    24.7070367037    19.299812          18.606485           18.654314          
 4077199328700263808    276.297544663    24.7109338769    18.677986          19.307274           17.666698          
 4077199156880581760    276.296099521    24.7198015511    15.803996          16.742786           14.782733          
 4077198233464062592    276.3401425      24.7403889673    19.2995            19.254053           17.953995          
 4077198229239044608    276.334774991    24.743517687     18.434668          19.179468           17.524475          
 4077198439622511360    276.336869078    24.7389459433    19.037666          19.655836           18.404085          
 4077199431831535104    276.272775166    24.7156072244    19.712042          19.622467           18.105448          
 4077199431831491712    276.272775109    24.7080317724    18.381193          18.585215           17.262718          
 4077198061665273472    276.335442081    24.7694159524    18.636366          18.87406            17.336185          
 4077198130431235584    276.332322514    24.7634629824    14.8246355         15.927088           13.7715225         
 4077195244212342400    276.37277197     24.7505289856    15.730945          16.705029           14.729358          
 4077196476841954560    276.281956875    24.8069033718    18.933012          18.785309           17.479221          
 4077196000127419904    276.277416735    24.8243462499    19.68441           19.851229           18.438286          
 4077197129724125824    276.214700609    24.7888772428    18.962015          19.491188           17.935505          
 4077197168358825600    276.222534208    24.7823565239    18.82778           18.524765           17.33145           
 4077197164083867136    276.215866146    24.7810240014    19.034653          19.17042            18.137192          
 4077197129723747072    276.208689999    24.7823197773    18.249546          18.750164           17.276237          
 4077196270731014144    276.260879766    24.8088208457    19.005726          19.259886           17.846405          
 4077196412444269056    276.293738993    24.8135670695    19.273428          19.313122           18.10066           
 4077197061004617856    276.216119844    24.7999191396    18.591566          18.533133           17.3745            
 4077196652962605824    276.25505742     24.7974004756    19.15141           19.191624           18.10963           
 4077196236370909952    276.240259905    24.8100735523    18.386492          18.371473           17.425753          
 4077196339413156736    276.248904787    24.8003973018    18.720963          18.988054           17.596897          
 4077196236335262464    276.240723867    24.8109516245    17.578382          18.199965           16.689499          
 4077196305090380416    276.228583706    24.8096759649    18.440617          18.898216           17.811852          
 4077196579921191424    276.295467234    24.7813368628    18.905159          19.160912           18.09203           
 4077197855553781888    276.210452795    24.7376808505    15.904087          16.585796           15.005276          
 4077196515523500672    276.309019236    24.7942009724    19.067139          18.740688           17.691423          
 4077196511249479552    276.310191379    24.7949065588    18.797867          19.006874           17.821157          
 4077195965766471168    276.252084793    24.8399286025    18.936642          18.962772           17.938215          
 4077196236370908160    276.237264794    24.8142468603    18.731083          18.980686           17.880161          
 4077196202008499072    276.212264247    24.8211973147    18.120584          18.522764           17.185596          
 4077193423146990848    276.288073773    24.8314587567    18.65814           18.918013           17.228243          
 4077198061665250432    276.342307717    24.7699151401    18.625528          18.943295           17.432623          
 4077194930702146560    276.380429796    24.7853647212    18.952105          18.847515           17.318213          
 4077192422438738304    276.382862864    24.8475097119    19.972294          19.474737           18.349857          
 4077192495433810944    276.368164198    24.8374691699    17.71679           18.274176           16.630386          
 4077192907749726592    276.270044526    24.8581583902    15.329985          16.081924           14.456113          
 4077192942109456896    276.275471334    24.861857852     19.420477          19.742981           18.198803          
 4077195068140784000    276.337879768    24.7920190702    17.567823          18.040028           16.661411          
 4077194724505336960    276.365906555    24.8189261884    19.246119          19.429296           18.129383          
 4077192628593905536    276.294013028    24.8801603033    18.616215          19.004343           17.209185          
 4077192628593624960    276.286066557    24.8759014192    18.61112           19.08808            17.844995          
 4077193281431790720    276.335914294    24.8273140567    19.7412            19.602638           18.28784           
 4077185619202603264    276.300006272    24.9395981434    19.060507          19.532171           18.25702           
 4077191700878662016    276.299984673    24.9254833236    19.08493           18.5879             17.451704          
 4077192254915547008    276.351516562    24.8794568398    15.925897          16.635193           15.02695           
 4077191803957856640    276.300254132    24.897752709     18.277157          18.403248           17.2646            
 4077193350150961024    276.309230051    24.8327929767    19.233189          19.72367            18.549816          
 4077192353716426880    276.35832308     24.8588049297    17.030066          17.59509            16.055918          
 4077191735176083584    276.313686577    24.9149604296    15.707557          16.529686           14.778163          
 4077193453230126208    276.315176537    24.8195392606    17.945456          18.675222           17.041946          
 4077192765969570688    276.300984001    24.8592083163    16.083702          16.947973           15.094223          
 4077192766032900608    276.304987982    24.8666909382    18.96494           19.303513           18.096024          
 4077192662953693440    276.311220105    24.8794066457    19.082611          19.577776           18.093708          
 4077186722994192128    276.267028669    24.9009290346    18.792595          19.56888            18.119402          
 4077186722947064192    276.260932931    24.8930993305    17.286522          18.110197           16.374245          
 4077192937831324288    276.285260925    24.8600770534    18.848124          19.130774           17.894049          
 4077192972193469312    276.28657433     24.8503313364    18.805786          18.855677           17.655497          
 4077192701545750912    276.323791379    24.8715776486    18.623             19.01132            17.618458          
 4077192697313443456    276.320180666    24.8751796418    19.39163           18.719013           17.43836           
 4077192078838629504    276.365472091    24.8804627167    18.705147          19.17913            17.698574          
 4077180224726551424    276.381382807    24.9060950858    18.77396           18.622225           17.575521          
 4077191666519200000    276.346887163    24.903799147     19.158106          19.694012           18.160646          
 4077192048710538752    276.354041325    24.8911562637    18.906914          19.19005            17.98895           
 4077193350150921216    276.308027361    24.8440430864    18.809147          18.62735            17.334307          
 4077193143957205632    276.316378309    24.8559744025    18.329477          18.513979           17.156036          
 4077186654227468416    276.278976111    24.9104524878    18.179243          18.596146           17.319214          
 4077192594231579520    276.270062421    24.8956898238    18.432413          18.728687           17.302277          
 4077191567720667520    276.341240208    24.922641371     18.869318          18.812815           17.521143          
 4077179851044414336    276.37464474     24.9183582298    15.768456          16.5161             14.833452          
 4077179679244303360    276.340338068    24.9496623472    18.725746          18.877014           17.230791          
 4077185791000943104    276.288916685    24.9446487494    17.648937          18.270569           16.704933          
 4077185692201896192    276.267811266    24.9550342108    18.12935           18.44939            16.960344          
 4077185451683685376    276.272779622    24.9661013475    17.62293           17.597536           16.104397          
 4077185486043422208    276.275856604    24.9637560926    18.686773          18.70464            17.64286           
 4077185657842141056    276.267218022    24.9622409422    18.793701          18.803797           17.508036          
 4077185378681635072    276.291172069    24.9865175026    18.71929           18.803751           17.495695          
 4077185516120994304    276.305877715    24.9693293428    18.621487          18.923162           17.384502          
 4077185791001215872    276.27817684     24.9422242432    18.791466          18.9914             17.302683          
 4077185378681692288    276.285174736    24.9854741933    18.84452           18.58748            17.729752          
 4077173765092888576    276.31713425     24.9659553599    19.52857           19.57116            18.30256           
 4077179816683249280    276.367521924    24.9321896614    14.076089          15.158602           13.002269          
 4077173696371203456    276.33700127     24.9858124514    19.146145          19.430601           17.896965          
 4077179610524807040    276.350447029    24.9629680351    17.344526          18.144022           16.355543          
 4077179674967903360    276.331081532    24.9534721483    19.214935          19.38684            17.711473          
 4077179743687751936    276.36398404     24.943702666     15.868399          16.667336           14.846422          
 4077173421437009408    276.344162226    25.008595105     18.028706          18.11812            16.75808           
 4077172669813362816    276.35649706     25.0205447411    17.152367          17.657373           16.292658          
 4077172150155861760    276.332325085    25.0437202014    18.412958          18.416176           17.093231          
 4077172910373520512    276.327389456    25.0351165746    19.268467          18.867271           17.748299          
 4077172562472729088    276.3468679      25.0280330353    17.751007          18.388464           16.998611          
 4077173593291722240    276.320112686    24.9950826036    19.311754          19.73189            18.582363          
 4077173043479869824    276.275041378    25.0277379332    17.27694           17.991137           16.246248          
 4077173047770697088    276.269482409    25.0376457044    18.755486          18.910906           17.412437          
 4077173116490221568    276.268579613    25.0256050117    17.797758          18.255796           16.670137          
 4077173047770686592    276.276089511    25.0348767074    16.25721           16.983873           15.254595          
 4077172802959406464    276.270371424    25.057640119     14.905798          15.520516           14.142518          
 4077245095952289536    276.158070223    24.7044016475    18.819391          18.620146           17.249063          
 4077245890438220288    276.166410979    24.6902498281    18.32121           18.250555           17.012041          
 4077244992846658816    276.208327542    24.6947172024    18.57218           18.664032           17.470999          
 4077244889765064064    276.218694141    24.710045616     18.713839          18.938663           17.559092          
 4077245542631538432    276.137836754    24.6979345797    18.454987          18.777004           17.69683           
 4077245856123323136    276.154738421    24.6963148514    19.111599          19.479939           18.062943          
 4077244821006050944    276.191053389    24.7297570184    18.984554          18.801823           17.49327           
 4077244786614127872    276.202416876    24.7300480007    17.373348          17.85484            16.438887          
 4077244443088177408    276.170519208    24.7335905798    18.168818          18.482649           17.087536          
 4077245061563511936    276.186944411    24.7149252894    18.82103           18.38196            17.384586          
 4077238674934547328    276.116954168    24.7555523732    19.10227           18.542006           17.71453           
 4077238601979703424    276.1216949      24.7620023677    19.270788          19.555887           18.245378          
 4077238601893267328    276.119900615    24.7591789882    18.93511           19.048552           17.89922           
 4077244550452166656    276.125590484    24.7472062113    18.29693           18.244518           16.861141          
 4077244271237747968    276.138691663    24.7626437923    18.220337          18.556551           17.200575          
 4077244516092414720    276.139159843    24.7503523611    19.140108          19.10788            17.744846          
 4077244481732684672    276.130688843    24.7487412714    18.953835          18.48071            17.467384          
 4077244339935144960    276.175807512    24.7559442086    13.096622          14.02597            12.150497          
 4077244340006846336    276.171815568    24.7572216901    18.503147          18.620558           17.395588          
 4077244653487446528    276.162941855    24.7347532837    18.030859          18.358223           16.93853           
 4077244447328989568    276.166983084    24.7372688025    19.241789          19.270512           18.04349           
 4077244619126412032    276.155593328    24.7404330325    19.559687          19.596436           18.063398          
 4077245031489505792    276.174867336    24.7088229211    19.307783          19.222591           17.852894          
 4077197267212342912    276.159212537    24.7833374952    18.528017          18.650415           17.521244          
 4077244236977043840    276.159140414    24.7725378043    17.086079          17.231668           15.890952          
 4077244202614951168    276.153271925    24.7837300611    18.268099          18.615957           17.341948          
 4077244412969233152    276.164420214    24.7431596443    19.198498          19.657335           18.087624          
 4077244443088195840    276.167810359    24.7365600259    19.010832          19.130613           18.0059            
 4077244374366773120    276.176812109    24.7476872117    16.970682          17.45736            16.17901           
 4077245233364550528    276.187842839    24.6867236583    19.353422          19.323483           17.98528           
 4077244275529006208    276.143719228    24.7707356497    18.68547           19.182848           17.769585          
 4077244305696503168    276.154169105    24.7654002494    13.924909          14.751248           13.026053          
 4077244271336809216    276.146028224    24.7648250126    18.79602           18.898792           17.609295          
 4077244271216758912    276.149364944    24.7667133372    16.73705           17.381088           15.881483          
 4077244516092416256    276.141027778    24.7466756786    18.22804           18.504099           17.251345          
 4077245336470462976    276.129636598    24.7265932096    18.909117          19.076344           17.901367          
 4077245340726174720    276.116598305    24.7246083538    19.15632           18.881323           18.268265          
 4077245340726177408    276.115379265    24.7239317299    18.819275          18.50915            17.503323          
 4077245370829920256    276.096568796    24.733311282     19.141174          18.823278           18.043837          
 4077244550406973056    276.121353599    24.7445392337    18.144974          18.725567           17.153677          
 4077244236890407808    276.170197183    24.7673238222    19.075577          19.486158           17.905485          
 4077244241169230208    276.163392676    24.7763495187    18.442753          18.596144           17.478928          
 4077197408830830976    276.184833184    24.7594861206    18.196383          17.875053           16.821545          
 4077244374366612864    276.178125261    24.7440634367    18.793648          18.472187           17.330322          
 4077244447328928512    276.177948335    24.7415247917    18.551558          18.775084           17.681072          
 4077238567617534976    276.118755618    24.778784711     19.238253          19.34919            18.051455          
 4077238567617526016    276.11357395     24.7760297295    18.79772           18.733093           17.833323          
 4077238400056553600    276.121835363    24.7779056187    17.56098           17.919273           16.549109          
 4077238400012697856    276.13359031     24.7766123003    18.29709           18.681767           17.405655          
 4077238606215024256    276.117067878    24.7701018853    19.45173           19.487944           18.321224          
 4077238567501470336    276.114838926    24.7803095426    14.632321          15.279724           13.817386          
 4077238636220945536    276.102880633    24.7657636974    17.361298          18.008791           16.533304          
 4077239705683066240    276.068623313    24.7263695698    18.530388          18.77628            17.341972          
 4077245645707485696    276.069833086    24.7106378511    18.55011           18.571976           17.398958          
 4077239701472796928    276.069591216    24.7310163272    18.313274          18.422783           17.3323            
 4077197370244506752    276.199741227    24.7681031564    18.828691          18.74619            17.41656           
 4077239460972853760    276.081660033    24.7505018091    19.193012          20.2164             18.232534          
 4077238331337000320    276.139999588    24.7824018988    18.367605          18.645079           17.220858          
 4077238361341659136    276.114890174    24.7834187959    16.929253          17.339668           15.949354          
 4077238361459370368    276.125728298    24.7873692442    18.390263          17.878014           16.87401           
 4077239598411504640    276.037410755    24.7472056993    19.27022           19.90348            18.062866          
 4077239460886692608    276.072412316    24.7520715269    18.913721          19.20047            18.112165          
 4077239667131223040    276.064121929    24.7454904739    18.488115          18.368008           17.194841          
 4077238090819002880    276.056050358    24.8077948864    18.759523          18.833649           17.457779          
 4077238090818992896    276.051471656    24.8168537781    15.845013          16.007362           15.329855          
 4077238189660350848    276.120298946    24.8125912196    18.754944          18.740643           17.552284          
 4077238223902559872    276.101515968    24.8099656602    13.411482          14.333284           12.460393          
 4077238159538312576    276.103775305    24.814943251     18.439148          18.668991           17.351408          
 4077238262617550336    276.11250339     24.8008707302    18.983702          18.996              17.712772          
 4077238258295809792    276.11667596     24.7999757874    17.864336          18.341091           16.811394          
 4077238189660414080    276.11973459     24.8083405899    18.89969           18.780586           17.534252          
 4077238193898032000    276.12261642     24.8020427538    18.719307          18.938381           17.367964          
 4077238189541981184    276.122420678    24.8070262219    13.898514          14.778336           12.959905          
 4077238189660408192    276.116156569    24.8065927248    18.7059            18.937862           17.721886          
 4077238262617536768    276.113281051    24.8037937529    18.286736          18.783426           17.35658           
 4077238228257806848    276.099365274    24.8147797577    14.160094          14.998441           13.246726          
 4077238636339373184    276.106251574    24.7690767631    17.364712          17.832531           16.450254          
 4077238430178100352    276.07764296     24.8009026926    16.305588          16.43415            15.919696          
 4077238434416324096    276.090933944    24.7969988498    18.212067          18.578451           17.127058          
 4077238434416330240    276.090179887    24.7956225009    18.946657          19.168674           17.756134          
 4077191395919495680    276.153614769    24.8072484786    16.927845          17.432941           15.953585          
 4077191391579211392    276.154819426    24.8012911222    16.098845          16.81124            15.220616          
 4077191395919538944    276.154848047    24.7968746672    18.47255           18.495337           17.28057           
 4077191288617915904    276.154989443    24.8134538182    18.833677          18.300701           17.57099           
 4077191395919572608    276.150012397    24.7923175337    18.704626          18.740715           17.502579          
 4077191357219422976    276.140085855    24.8095265464    16.907356          16.916115           16.341318          
 4077191357219427584    276.145865584    24.8113916643    15.332353          16.07919            14.4311            
 4077191322977602560    276.153337294    24.8091500659    18.091282          18.667871           17.266577          
 4077191395919497344    276.152169226    24.8084202103    18.91432           19.087626           17.856075          
 4077238326981854208    276.141163741    24.7949107038    16.596909          17.305449           15.724944          
 4077238327099687296    276.147526097    24.7867599789    18.455708          18.801304           17.50648           
 4077239254811898496    276.066498634    24.7859777545    19.23311           19.819006           18.431688          
 4077238533257413376    276.078162147    24.7801785506    18.691814          18.948195           17.777912          
 4077238537495585024    276.089005765    24.7843533077    18.21827           18.280767           17.09061           
 4077238533257347456    276.083344856    24.7852081658    18.550463          18.838121           17.722599          
 4077239598411503872    276.036421248    24.752313247     18.975368          18.990839           17.470524          
 4077238262617598464    276.10576848     24.7932159312    19.082207          18.838223           17.87004           
 4077238365696772096    276.120561143    24.7915459098    16.856398          17.371403           15.892572          
 4077238258379913984    276.112405287    24.7979765792    17.124794          17.636894           16.154764          
 4077238468732245632    276.097477772    24.7805178115    18.672037          18.882591           17.698652          
